student_id,attendance_percent,mid_exam_score,final_exam_score,assignments_avg,study_hours_per_week,success_status,
7465,54,51,55,45,14,Fail,
7466,91,96,77,88,20,Pass,
7467,51,77,34,89,16,Fail,
7468,58,37,88,49,24,Fail,
7469,92,44,90,77,8,Pass,
7470,85,61,78,99,4,Pass,
7471,71,82,59,52,20,Fail,
7472,71,96,46,77,11,Fail,
7473,71,33,99,51,17,Fail,
7474,83,59,87,85,15,Pass,
7475,78,42,92,88,9,Pass,
7476,87,50,90,93,12,Pass,
7477,95,70,92,66,20,Pass,
7478,82,48,44,99,3,Fail,
7479,67,77,30,96,6,Fail,
7480,56,92,42,47,12,Fail,
7481,50,49,77,97,8,Fail,
7482,82,93,63,44,9,Fail,
7483,50,66,59,100,18,Fail,
7484,73,60,48,75,13,Fail,
7485,53,47,93,77,19,Fail,
7486,53,49,95,82,8,Fail,
7487,67,40,86,69,10,Fail,
7488,76,73,73,99,20,Pass,
7489,92,93,41,76,15,Fail,
7490,81,63,69,68,20,Pass,
7491,82,94,53,61,21,Fail,
7492,77,84,40,53,19,Fail,
7493,91,30,95,49,16,Fail,
7494,90,67,30,50,22,Fail,
7495,85,38,87,74,22,Pass,
7496,55,100,57,62,5,Fail,
7497,65,46,97,47,14,Fail,
7498,83,81,88,60,6,Pass,
7499,72,47,100,76,13,Fail,
7500,99,92,51,67,18,Fail,
7501,91,62,58,91,11,Fail,
7502,73,33,98,70,13,Fail,
7503,98,81,74,97,7,Pass,
7504,62,38,99,92,21,Fail,
7505,67,93,46,67,21,Fail,
7506,62,59,68,81,13,Fail,
7507,98,37,69,66,14,Pass,
7508,86,34,57,79,22,Fail,
7509,92,92,31,60,18,Fail,
7510,88,30,56,48,21,Fail,
7511,91,44,50,68,11,Fail,
7512,66,67,36,99,20,Fail,
7513,64,71,90,100,6,Fail,
7514,67,75,81,54,6,Fail,
7515,72,82,77,72,9,Fail,
7516,100,55,48,94,18,Fail,
7517,79,90,41,76,4,Fail,
7518,83,96,100,86,22,Pass,
7519,53,83,31,75,17,Fail,
7520,52,51,46,90,20,Fail,
7521,56,55,32,67,7,Fail,
7522,67,89,50,49,11,Fail,
7523,91,68,80,62,17,Pass,
7524,56,65,39,67,14,Fail,
7525,89,50,84,73,4,Pass,
7526,55,70,65,44,23,Fail,
7527,71,77,80,57,9,Fail,
7528,50,55,46,94,21,Fail,
7529,53,92,90,45,9,Fail,
7530,95,65,42,100,8,Fail,
7531,98,53,94,81,12,Pass,
7532,99,50,77,86,21,Pass,
7533,92,47,99,62,4,Pass,
7534,78,44,76,67,22,Pass,
7535,70,35,39,80,22,Fail,
7536,75,72,86,52,8,Fail,
7537,63,60,42,89,12,Fail,
7538,58,57,90,64,18,Fail,
7539,96,37,87,46,19,Fail,
7540,61,58,97,41,10,Fail,
7541,91,50,58,55,14,Fail,
7542,100,87,45,97,16,Fail,
7543,100,89,92,41,20,Fail,
7544,55,79,76,75,16,Fail,
7545,69,60,72,41,8,Fail,
7546,73,76,52,88,4,Fail,
7547,76,63,59,77,9,Fail,
7548,87,31,86,49,14,Fail,
7549,57,96,59,53,17,Fail,
7550,50,81,96,66,4,Fail,
7551,98,36,85,54,22,Fail,
7552,98,48,53,60,24,Fail,
7553,73,44,37,51,2,Fail,
7554,96,77,73,90,4,Pass,
7555,56,43,63,82,17,Fail,
7556,68,32,64,72,2,Fail,
7557,71,79,79,96,19,Fail,
7558,84,83,46,79,15,Fail,
7559,79,35,31,61,8,Fail,
7560,78,78,83,77,24,Pass,
7561,71,52,73,83,4,Fail,
7562,60,49,78,91,23,Fail,
7563,69,89,31,87,17,Fail,
7564,78,74,99,100,7,Pass,
7565,100,90,38,57,19,Fail,
7566,90,85,30,83,14,Fail,
7567,91,31,98,91,3,Pass,
7568,83,74,38,41,13,Fail,
7569,50,69,43,68,5,Fail,
7570,80,53,56,46,10,Fail,
7571,79,58,38,70,21,Fail,
7572,97,96,65,80,24,Pass,
7573,67,97,32,100,6,Fail,
7574,66,95,52,57,11,Fail,
7575,87,83,59,48,7,Fail,
7576,63,82,48,96,2,Fail,
7577,72,78,96,47,21,Fail,
7578,74,61,79,72,6,Fail,
7579,64,90,77,44,7,Fail,
7580,95,71,32,87,23,Fail,
7581,71,30,95,53,22,Fail,
7582,52,92,56,97,20,Fail,
7583,68,64,69,52,12,Fail,
7584,93,80,47,100,16,Fail,
7585,83,100,56,50,3,Fail,
7586,84,74,40,59,16,Fail,
7587,99,94,68,62,8,Pass,
7588,50,43,48,84,18,Fail,
7589,70,32,36,66,13,Fail,
7590,78,53,86,54,13,Fail,
7591,55,94,31,69,6,Fail,
7592,86,77,67,95,21,Pass,
7593,50,39,34,97,8,Fail,
7594,100,42,65,98,3,Pass,
7595,50,43,97,55,14,Fail,
7596,76,39,86,84,10,Pass,
7597,70,69,49,79,16,Fail,
7598,65,52,34,57,16,Fail,
7599,93,84,53,90,2,Fail,
7600,89,92,59,100,22,Fail,
7601,75,100,57,97,21,Fail,
7602,65,71,82,86,22,Fail,
7603,77,95,80,81,4,Pass,
7604,50,76,36,62,2,Fail,
7605,85,81,71,75,20,Pass,
7606,59,47,64,77,21,Fail,
7607,92,47,63,47,14,Fail,
7608,66,53,83,95,16,Fail,
7609,72,52,58,78,14,Fail,
7610,56,41,39,68,19,Fail,
7611,93,52,56,51,18,Fail,
7612,56,50,42,57,2,Fail,
7613,93,93,71,89,16,Pass,
7614,64,63,66,58,5,Fail,
7615,83,31,90,75,3,Pass,
7616,95,98,50,72,20,Fail,
7617,94,60,32,44,9,Fail,
7618,53,97,37,78,23,Fail,
7619,63,99,99,67,17,Fail,
7620,63,48,46,65,9,Fail,
7621,65,42,39,82,11,Fail,
7622,56,94,42,60,17,Fail,
7623,81,35,41,62,6,Fail,
7624,68,100,95,60,20,Fail,
7625,51,56,52,50,7,Fail,
7626,59,81,94,81,11,Fail,
7627,99,77,81,95,6,Pass,
7628,66,97,90,78,22,Fail,
7629,86,73,55,55,20,Fail,
7630,61,46,44,72,20,Fail,
7631,55,67,51,66,14,Fail,
7632,71,39,94,40,16,Fail,
7633,81,83,55,83,9,Fail,
7634,90,35,50,55,12,Fail,
7635,69,35,53,44,2,Fail,
7636,50,81,45,85,5,Fail,
7637,96,44,61,57,23,Fail,
7638,55,97,45,80,23,Fail,
7639,68,86,71,73,14,Fail,
7640,67,85,61,83,8,Fail,
7641,55,36,79,64,8,Fail,
7642,94,80,70,81,7,Pass,
7643,82,87,53,73,9,Fail,
7644,72,93,42,54,13,Fail,
7645,72,55,39,43,19,Fail,
7646,75,87,71,90,24,Pass,
7647,62,60,70,93,16,Fail,
7648,56,95,32,43,17,Fail,
7649,64,42,84,64,2,Fail,
7650,93,47,45,80,11,Fail,
7651,76,42,73,52,16,Fail,
7652,75,53,59,81,14,Fail,
7653,82,86,66,85,20,Pass,
7654,64,58,89,64,14,Fail,
7655,85,85,53,42,10,Fail,
7656,94,83,55,74,22,Fail,
7657,76,34,87,91,17,Pass,
7658,54,64,38,87,24,Fail,
7659,51,48,90,48,15,Fail,
7660,82,84,48,53,24,Fail,
7661,65,98,57,61,10,Fail,
7662,72,73,36,87,19,Fail,
7663,87,67,74,48,5,Fail,
7664,65,91,92,63,13,Fail,
7665,63,51,66,62,6,Fail,
7666,78,69,45,100,12,Fail,
7667,75,55,34,76,6,Fail,
7668,84,34,58,84,20,Fail,
7669,64,83,81,54,22,Fail,
7670,52,78,52,96,8,Fail,
7671,72,32,35,75,5,Fail,
7672,78,67,65,53,9,Fail,
7673,83,43,86,91,7,Pass,
7674,82,76,62,95,7,Pass,
7675,90,43,78,59,23,Fail,
7676,90,67,70,78,5,Pass,
7677,72,93,84,75,15,Fail,
7678,56,73,55,66,4,Fail,
7679,52,99,66,56,11,Fail,
7680,81,94,46,65,23,Fail,
7681,80,54,61,80,7,Pass,
7682,67,45,57,43,19,Fail,
7683,92,44,54,42,11,Fail,
7684,56,32,76,58,10,Fail,
7685,90,96,51,80,17,Fail,
7686,50,66,90,79,21,Fail,
7687,63,84,73,97,5,Fail,
7688,81,67,49,78,12,Fail,
7689,55,92,79,46,13,Fail,
7690,88,30,76,75,20,Pass,
7691,59,100,76,58,11,Fail,
7692,56,48,80,51,8,Fail,
7693,75,81,84,59,8,Fail,
7694,83,59,68,77,19,Pass,
7695,79,84,43,51,4,Fail,
7696,85,43,98,68,13,Pass,
7697,70,42,76,69,15,Fail,
7698,66,56,50,59,21,Fail,
7699,82,38,44,43,3,Fail,
7700,59,70,30,41,10,Fail,
7701,100,77,39,86,11,Fail,
7702,96,41,52,69,7,Fail,
7703,91,39,47,62,18,Fail,
7704,100,35,87,45,16,Fail,
7705,61,63,81,57,2,Fail,
7706,65,81,75,92,23,Fail,
7707,90,70,42,61,14,Fail,
7708,81,35,46,76,11,Fail,
7709,64,31,96,43,13,Fail,
7710,76,44,90,82,24,Pass,
7711,77,46,94,50,23,Fail,
7712,66,45,82,80,17,Fail,
7713,95,57,34,74,3,Fail,
7714,99,39,61,50,4,Fail,
7715,51,39,74,73,9,Fail,
7716,85,39,85,48,21,Fail,
7717,99,57,34,70,16,Fail,
7718,56,53,63,95,20,Fail,
7719,62,48,90,96,19,Fail,
7720,64,97,91,81,24,Fail,
7721,74,85,98,71,2,Fail,
7722,72,96,92,82,20,Fail,
7723,71,71,73,74,3,Fail,
7724,75,41,57,88,6,Fail,
7725,82,47,99,50,19,Fail,
7726,60,52,42,56,17,Fail,
7727,59,35,72,90,11,Fail,
7728,74,82,59,75,22,Fail,
7729,86,71,55,41,4,Fail,
7730,97,95,92,63,11,Pass,
7731,92,59,86,85,14,Pass,
7732,87,38,93,100,22,Pass,
7733,90,71,78,54,11,Fail,
7734,94,63,81,67,12,Pass,
7735,73,69,92,42,8,Fail,
7736,89,46,42,68,3,Fail,
7737,95,58,74,91,20,Pass,
7738,82,79,75,93,19,Pass,
7739,66,78,70,97,12,Fail,
7740,73,90,75,84,18,Fail,
7741,86,75,30,93,4,Fail,
7742,51,75,97,52,21,Fail,
7743,81,46,41,89,13,Fail,
7744,73,95,64,61,3,Fail,
7745,58,34,62,91,2,Fail,
7746,53,83,87,92,10,Fail,
7747,66,45,64,70,23,Fail,
7748,66,36,75,46,20,Fail,
7749,99,37,95,94,9,Pass,
7750,97,67,73,87,10,Pass,
7751,79,83,55,87,8,Fail,
7752,89,44,71,93,5,Pass,
7753,60,79,59,65,23,Fail,
7754,70,85,61,70,17,Fail,
7755,70,38,65,77,7,Fail,
7756,67,37,48,77,19,Fail,
7757,78,48,51,43,3,Fail,
7758,73,80,94,74,12,Fail,
7759,59,86,86,72,6,Fail,
7760,94,97,40,42,18,Fail,
7761,66,60,55,58,6,Fail,
7762,67,32,77,48,4,Fail,
7763,91,72,48,85,20,Fail,
7764,97,58,41,58,9,Fail,
7765,69,39,96,95,12,Fail,
7766,86,41,85,95,4,Pass,
7767,94,75,47,58,4,Fail,
7768,67,59,34,97,2,Fail,
7769,66,61,53,65,14,Fail,
7770,58,76,67,99,11,Fail,
7771,63,92,96,52,7,Fail,
7772,98,55,99,61,12,Pass,
7773,78,32,81,87,9,Pass,
7774,80,52,68,99,20,Pass,
7775,53,79,88,47,12,Fail,
7776,67,65,55,63,7,Fail,
7777,69,42,94,65,13,Fail,
7778,96,58,77,87,19,Pass,
7779,92,67,82,97,4,Pass,
7780,93,34,38,80,14,Fail,
7781,58,49,34,80,5,Fail,
7782,62,43,90,95,10,Fail,
7783,64,37,50,94,17,Fail,
7784,76,77,92,97,13,Pass,
7785,64,42,49,42,21,Fail,
7786,77,53,87,46,8,Fail,
7787,86,94,74,91,13,Pass,
7788,68,63,51,89,9,Fail,
7789,75,80,92,95,22,Pass,
7790,75,32,59,41,16,Fail,
7791,74,87,92,72,3,Fail,
7792,75,84,73,51,12,Fail,
7793,75,71,96,87,22,Pass,
7794,95,50,87,51,6,Fail,
7795,77,39,94,92,24,Pass,
7796,98,86,65,49,7,Fail,
7797,67,54,35,100,20,Fail,
7798,81,85,66,80,15,Pass,
7799,52,67,84,92,8,Fail,
7800,51,90,88,66,13,Fail,
7801,82,76,67,57,18,Fail,
7802,91,83,54,97,5,Fail,
7803,68,75,62,43,21,Fail,
7804,66,97,42,79,23,Fail,
7805,93,33,67,62,23,Pass,
7806,82,95,87,60,11,Pass,
7807,61,72,49,75,2,Fail,
7808,98,91,46,69,24,Fail,
7809,52,33,53,87,5,Fail,
7810,92,94,55,60,14,Fail,
7811,98,91,69,62,7,Pass,
7812,75,31,61,60,16,Pass,
7813,84,38,66,47,15,Fail,
7814,57,86,89,78,4,Fail,
7815,85,74,86,94,20,Pass,
7816,56,47,87,96,7,Fail,
7817,95,77,96,95,3,Pass,
7818,95,71,51,52,10,Fail,
7819,85,70,87,99,14,Pass,
7820,65,87,78,79,19,Fail,
7821,73,71,78,61,13,Fail,
7822,50,64,71,46,22,Fail,
7823,98,67,69,63,23,Pass,
7824,74,96,100,100,5,Fail,
7825,59,70,75,44,24,Fail,
7826,65,79,51,97,8,Fail,
7827,65,74,50,89,13,Fail,
7828,57,100,80,94,24,Fail,
7829,78,48,43,65,12,Fail,
7830,88,46,38,90,8,Fail,
7831,77,94,47,49,11,Fail,
7832,55,85,42,50,10,Fail,
7833,65,70,46,79,3,Fail,
7834,69,71,54,77,6,Fail,
7835,65,35,83,50,11,Fail,
7836,56,98,45,87,15,Fail,
7837,90,69,53,69,17,Fail,
7838,63,70,52,43,3,Fail,
7839,92,38,70,41,20,Fail,
7840,75,37,62,52,24,Fail,
7841,75,73,71,78,10,Pass,
7842,63,87,77,56,15,Fail,
7843,56,96,47,62,16,Fail,
7844,82,42,92,84,20,Pass,
7845,75,48,40,49,9,Fail,
7846,94,78,53,52,16,Fail,
7847,69,59,90,81,9,Fail,
7848,52,95,93,78,5,Fail,
7849,53,88,65,81,7,Fail,
7850,75,82,82,68,12,Pass,
7851,60,81,76,55,13,Fail,
7852,51,60,81,42,10,Fail,
7853,63,44,86,75,19,Fail,
7854,93,49,52,99,18,Fail,
7855,79,34,88,43,22,Fail,
7856,98,36,98,75,4,Pass,
7857,61,47,85,55,14,Fail,
7858,75,85,71,80,7,Pass,
7859,93,74,47,45,15,Fail,
7860,82,57,100,81,2,Pass,
7861,62,79,62,96,5,Fail,
7862,63,31,32,67,23,Fail,
7863,73,97,57,75,19,Fail,
7864,83,53,30,62,12,Fail,
7865,93,77,92,100,12,Pass,
7866,75,74,76,51,9,Fail,
7867,70,87,66,81,5,Fail,
7868,77,65,77,70,3,Pass,
7869,97,31,48,51,2,Fail,
7870,85,47,43,99,11,Fail,
7871,89,78,96,71,18,Pass,
7872,51,37,94,64,8,Fail,
7873,91,87,55,97,8,Fail,
7874,58,44,39,90,14,Fail,
7875,72,46,99,68,23,Fail,
7876,64,52,72,58,2,Fail,
7877,62,95,99,61,2,Fail,
7878,72,99,88,63,14,Fail,
7879,66,56,32,72,2,Fail,
7880,97,66,34,75,7,Fail,
7881,51,78,66,84,24,Fail,
7882,69,93,81,79,11,Fail,
7883,69,63,95,93,22,Fail,
7884,95,47,92,85,2,Pass,
7885,52,93,36,55,6,Fail,
7886,61,73,82,41,23,Fail,
7887,89,46,35,47,3,Fail,
7888,51,88,36,52,4,Fail,
7889,85,42,73,69,24,Pass,
7890,63,81,47,40,4,Fail,
7891,65,89,83,51,19,Fail,
7892,68,71,58,88,24,Fail,
7893,83,93,54,46,9,Fail,
7894,93,95,92,87,10,Pass,
7895,95,63,97,53,3,Fail,
7896,55,100,42,81,3,Fail,
7897,62,93,61,74,17,Fail,
7898,85,62,56,67,8,Fail,
7899,71,41,80,51,5,Fail,
7900,67,48,63,79,6,Fail,
7901,61,38,57,87,2,Fail,
7902,79,46,59,96,23,Fail,
7903,100,79,38,63,11,Fail,
7904,89,68,42,40,14,Fail,
7905,56,70,93,56,16,Fail,
7906,81,39,67,77,2,Pass,
7907,97,41,51,67,19,Fail,
7908,68,44,60,72,24,Fail,
7909,55,57,71,63,15,Fail,
7910,69,33,91,86,19,Fail,
7911,76,65,93,84,23,Pass,
7912,92,94,38,45,13,Fail,
7913,86,76,73,60,13,Pass,
7914,97,68,92,84,6,Pass,
7915,56,67,69,93,8,Fail,
7916,54,73,70,43,14,Fail,
7917,60,80,79,72,10,Fail,
7918,64,55,49,94,7,Fail,
7919,52,65,99,49,22,Fail,
7920,54,98,71,96,8,Fail,
7921,72,30,62,75,19,Fail,
7922,86,82,92,52,16,Fail,
7923,58,35,86,75,9,Fail,
7924,64,66,94,87,21,Fail,
7925,52,31,81,48,17,Fail,
7926,78,98,35,70,18,Fail,
7927,55,70,36,43,4,Fail,
7928,66,80,38,97,14,Fail,
7929,75,76,90,59,10,Fail,
7930,70,42,63,47,21,Fail,
7931,57,98,64,66,16,Fail,
7932,70,95,49,75,17,Fail,
7933,60,88,87,48,17,Fail,
7934,87,97,89,82,20,Pass,
7935,57,88,83,63,5,Fail,
7936,91,39,64,76,20,Pass,
7937,73,42,76,80,20,Fail,
7938,84,31,75,79,3,Pass,
7939,63,44,33,69,7,Fail,
7940,63,75,39,65,14,Fail,
7941,59,86,69,43,16,Fail,
7942,61,39,84,91,11,Fail,
7943,87,51,69,40,23,Fail,
7944,93,37,52,59,11,Fail,
7945,95,50,44,67,5,Fail,
7946,83,51,34,84,15,Fail,
7947,90,74,69,63,9,Pass,
7948,59,69,47,67,7,Fail,
7949,66,51,50,67,13,Fail,
7950,66,59,32,44,9,Fail,
7951,52,91,75,71,7,Fail,
7952,80,74,82,93,16,Pass,
7953,100,64,49,91,20,Fail,
7954,50,71,88,69,15,Fail,
7955,61,34,50,60,4,Fail,
7956,88,56,80,81,19,Pass,
7957,53,99,54,55,11,Fail,
7958,91,91,97,47,15,Fail,
7959,62,61,39,51,15,Fail,
7960,83,37,96,71,23,Pass,
7961,91,47,38,64,8,Fail,
7962,70,44,58,42,8,Fail,
7963,71,55,66,65,22,Fail,
7964,53,82,100,75,23,Fail,
7965,67,73,67,56,24,Fail,
7966,54,61,88,66,12,Fail,
7967,68,57,86,92,19,Fail,
7968,51,68,89,91,11,Fail,
7969,61,61,57,61,16,Fail,
7970,66,47,57,93,13,Fail,
7971,59,99,75,84,24,Fail,
7972,83,40,100,97,18,Pass,
7973,55,61,96,77,23,Fail,
7974,57,49,84,74,18,Fail,
7975,100,69,67,85,2,Pass,
7976,60,37,47,46,7,Fail,
7977,61,64,92,42,22,Fail,
7978,58,98,34,45,16,Fail,
7979,51,50,73,100,20,Fail,
7980,57,53,58,52,15,Fail,
7981,60,46,43,85,11,Fail,
7982,85,47,87,54,11,Fail,
7983,59,41,73,65,24,Fail,
7984,70,45,47,87,8,Fail,
7985,69,33,36,72,8,Fail,
7986,97,63,91,54,15,Fail,
7987,57,75,74,95,16,Fail,
7988,85,60,45,78,23,Fail,
7989,78,54,93,99,21,Pass,
7990,91,53,66,80,10,Pass,
7991,61,94,54,86,16,Fail,
7992,63,54,38,53,10,Fail,
7993,97,57,84,58,24,Fail,
7994,99,65,57,67,8,Fail,
7995,70,35,38,63,12,Fail,
7996,71,95,41,89,6,Fail,
7997,70,96,47,80,10,Fail,
7998,93,77,85,72,7,Pass,
7999,99,99,87,51,8,Fail,
8000,79,96,80,49,24,Fail,
8001,88,77,61,46,24,Fail,
8002,69,94,77,85,15,Fail,
8003,73,73,37,97,20,Fail,
8004,72,92,59,40,23,Fail,
8005,56,75,55,54,23,Fail,
8006,58,48,53,93,12,Fail,
8007,50,93,56,40,8,Fail,
8008,75,100,68,84,7,Pass,
8009,87,79,95,59,5,Fail,
8010,87,92,80,94,15,Pass,
8011,93,70,79,41,23,Fail,
8012,71,36,74,42,4,Fail,
8013,93,38,62,75,18,Pass,
8014,59,33,48,55,16,Fail,
8015,55,78,42,93,2,Fail,
8016,66,35,51,68,22,Fail,
8017,100,50,49,83,12,Fail,
8018,99,44,34,96,14,Fail,
8019,87,96,61,75,4,Pass,
8020,73,95,59,93,14,Fail,
8021,100,85,55,83,19,Fail,
8022,59,97,33,78,10,Fail,
8023,57,61,96,91,3,Fail,
8024,70,95,72,93,9,Fail,
8025,55,58,59,42,3,Fail,
8026,70,95,45,76,24,Fail,
8027,88,63,100,83,2,Pass,
8028,73,56,68,51,4,Fail,
8029,82,89,70,98,18,Pass,
8030,67,68,60,97,8,Fail,
8031,77,73,78,59,11,Fail,
8032,81,65,42,62,20,Fail,
8033,61,48,70,61,10,Fail,
8034,97,74,57,71,19,Fail,
8035,91,50,93,46,16,Fail,
8036,76,52,48,61,18,Fail,
8037,59,56,54,83,23,Fail,
8038,95,48,67,41,18,Fail,
8039,91,70,32,53,20,Fail,
8040,81,55,31,94,10,Fail,
8041,91,57,34,55,7,Fail,
8042,75,93,90,63,20,Pass,
8043,74,97,49,46,9,Fail,
8044,60,80,67,43,7,Fail,
8045,72,77,65,91,18,Fail,
8046,83,39,75,99,7,Pass,
8047,89,68,66,76,14,Pass,
8048,72,48,83,85,22,Fail,
8049,78,93,50,80,3,Fail,
8050,80,48,50,44,13,Fail,
8051,56,91,99,41,8,Fail,
8052,89,42,89,44,7,Fail,
8053,82,54,65,100,18,Pass,
8054,70,71,40,42,9,Fail,
8055,51,68,60,81,7,Fail,
8056,67,59,66,47,20,Fail,
8057,96,34,89,65,22,Pass,
8058,82,47,90,49,24,Fail,
8059,86,50,96,100,10,Pass,
8060,83,79,58,73,21,Fail,
8061,69,35,96,85,17,Fail,
8062,84,79,100,98,19,Pass,
8063,100,95,96,75,20,Pass,
8064,99,30,45,92,8,Fail,
8065,67,86,74,51,9,Fail,
8066,95,59,63,59,22,Fail,
8067,73,87,73,68,20,Fail,
8068,57,81,71,53,2,Fail,
8069,79,66,64,87,14,Pass,
8070,93,77,59,44,2,Fail,
8071,59,30,82,97,12,Fail,
8072,72,48,87,87,3,Fail,
8073,98,75,57,66,22,Fail,
8074,60,96,44,100,4,Fail,
8075,51,31,67,43,14,Fail,
8076,75,85,79,68,8,Pass,
8077,85,46,42,42,3,Fail,
8078,82,51,64,72,3,Pass,
8079,96,56,53,69,4,Fail,
8080,62,84,94,75,14,Fail,
8081,89,61,47,48,13,Fail,
8082,74,89,87,40,2,Fail,
8083,53,57,55,87,19,Fail,
8084,91,57,58,62,6,Fail,
8085,68,54,73,42,20,Fail,
8086,67,55,34,71,11,Fail,
8087,86,100,62,63,7,Pass,
8088,79,46,34,45,19,Fail,
8089,68,36,65,52,16,Fail,
8090,72,85,42,88,15,Fail,
8091,65,93,54,54,17,Fail,
8092,50,49,87,97,5,Fail,
8093,61,67,31,92,20,Fail,
8094,73,87,65,69,22,Fail,
8095,83,45,54,51,9,Fail,
8096,57,80,63,100,2,Fail,
8097,67,56,41,79,21,Fail,
8098,97,80,48,98,23,Fail,
8099,54,45,66,87,23,Fail,
8100,75,89,30,74,14,Fail,
8101,79,69,89,67,10,Pass,
8102,62,96,96,99,2,Fail,
8103,68,31,78,43,16,Fail,
8104,78,77,75,46,16,Fail,
8105,52,81,77,86,15,Fail,
8106,75,53,97,82,6,Pass,
8107,89,31,48,55,18,Fail,
8108,61,94,69,61,7,Fail,
8109,51,49,35,85,10,Fail,
8110,60,63,92,94,21,Fail,
8111,93,70,64,84,20,Pass,
8112,77,70,90,80,24,Pass,
8113,67,52,34,64,22,Fail,
8114,62,67,66,89,18,Fail,
8115,86,73,40,42,8,Fail,
8116,71,96,69,91,9,Fail,
8117,61,91,94,61,16,Fail,
8118,51,41,37,70,7,Fail,
8119,86,59,40,76,2,Fail,
8120,56,94,100,61,10,Fail,
8121,75,70,87,66,8,Pass,
8122,75,49,77,95,23,Pass,
8123,73,35,42,41,21,Fail,
8124,61,33,89,61,20,Fail,
8125,65,39,78,96,5,Fail,
8126,72,80,96,92,2,Fail,
8127,89,67,36,56,10,Fail,
8128,58,30,54,87,3,Fail,
8129,81,37,52,100,17,Fail,
8130,64,92,80,95,3,Fail,
8131,86,62,76,59,4,Fail,
8132,62,44,34,63,15,Fail,
8133,54,60,42,84,14,Fail,
8134,60,50,71,70,18,Fail,
8135,59,32,34,91,11,Fail,
8136,62,95,52,82,4,Fail,
8137,90,64,91,47,5,Fail,
8138,95,70,30,96,6,Fail,
8139,99,88,83,92,12,Pass,
8140,64,45,32,44,7,Fail,
8141,91,85,93,41,2,Fail,
8142,56,74,80,96,20,Fail,
8143,89,88,31,98,8,Fail,
8144,77,79,78,43,24,Fail,
8145,81,41,60,74,11,Pass,
8146,84,41,32,73,13,Fail,
8147,64,62,64,42,13,Fail,
8148,97,78,65,87,2,Pass,
8149,85,50,93,59,10,Fail,
8150,70,89,61,48,18,Fail,
8151,55,81,47,45,24,Fail,
8152,50,83,63,97,13,Fail,
8153,53,68,85,86,3,Fail,
8154,60,78,96,44,10,Fail,
8155,93,93,82,100,13,Pass,
8156,75,55,96,80,5,Pass,
8157,86,100,95,95,23,Pass,
8158,72,36,93,77,13,Fail,
8159,78,91,96,74,19,Pass,
8160,70,53,68,94,4,Fail,
8161,97,69,67,70,23,Pass,
8162,94,76,69,52,2,Fail,
8163,94,37,48,65,24,Fail,
8164,98,83,34,61,19,Fail,
8165,76,38,98,71,22,Pass,
8166,88,32,43,99,24,Fail,
8167,89,83,78,54,9,Fail,
8168,62,50,93,50,20,Fail,
8169,72,77,86,55,23,Fail,
8170,65,76,64,86,5,Fail,
8171,79,97,34,95,24,Fail,
8172,53,92,68,99,17,Fail,
8173,89,45,53,45,18,Fail,
8174,65,34,69,85,24,Fail,
8175,80,40,79,50,10,Fail,
8176,91,58,87,97,9,Pass,
8177,74,99,30,91,21,Fail,
8178,93,77,72,49,20,Fail,
8179,61,44,68,55,8,Fail,
8180,75,63,39,51,13,Fail,
8181,86,89,31,46,2,Fail,
8182,97,91,92,78,18,Pass,
8183,82,31,45,66,24,Fail,
8184,77,48,66,63,7,Pass,
8185,58,78,45,89,23,Fail,
8186,61,57,56,54,6,Fail,
8187,54,77,92,98,21,Fail,
8188,77,66,93,45,8,Fail,
8189,84,78,61,58,23,Fail,
8190,54,77,38,47,23,Fail,
8191,83,58,40,91,13,Fail,
8192,95,89,99,86,6,Pass,
8193,83,58,59,75,3,Fail,
8194,62,87,44,89,5,Fail,
8195,88,77,88,52,18,Fail,
8196,91,52,77,93,9,Pass,
8197,94,56,89,93,21,Pass,
8198,97,36,97,72,6,Pass,
8199,63,78,86,71,18,Fail,
8200,60,83,93,67,21,Fail,
8201,91,97,83,79,5,Pass,
8202,87,71,83,90,22,Pass,
8203,53,88,88,88,19,Fail,
8204,82,73,68,49,19,Fail,
8205,56,55,44,72,19,Fail,
8206,90,52,57,40,17,Fail,
8207,57,37,65,60,12,Fail,
8208,86,82,83,44,9,Fail,
8209,100,43,46,40,13,Fail,
8210,59,100,51,92,19,Fail,
8211,92,36,65,94,23,Pass,
8212,64,38,58,60,19,Fail,
8213,87,32,84,64,9,Pass,
8214,64,46,71,59,17,Fail,
8215,54,73,61,84,18,Fail,
8216,78,75,43,48,3,Fail,
8217,68,87,47,55,22,Fail,
8218,100,57,67,67,23,Pass,
8219,59,43,63,79,16,Fail,
8220,61,38,74,85,23,Fail,
8221,53,55,61,100,8,Fail,
8222,80,31,96,88,2,Pass,
8223,67,63,92,100,3,Fail,
8224,65,48,84,75,5,Fail,
8225,89,68,72,78,17,Pass,
8226,85,42,51,88,13,Fail,
8227,74,34,97,99,18,Fail,
8228,72,79,58,63,5,Fail,
8229,61,52,69,55,17,Fail,
8230,83,58,74,53,8,Fail,
8231,85,55,39,87,24,Fail,
8232,86,86,74,98,9,Pass,
8233,52,30,46,73,10,Fail,
8234,58,57,31,63,15,Fail,
8235,67,91,46,86,24,Fail,
8236,92,76,67,50,10,Fail,
8237,84,88,66,84,16,Pass,
8238,83,60,92,75,22,Pass,
8239,90,99,34,95,5,Fail,
